id,amount,bank,operation,type,k_symbol
48,193.3,nan,nan,PRIJEM,UROK
48,12700.0,nan,VYBER,VYDAJ,nan
48,16130.0,nan,VKLAD,PRIJEM,nan
49,800.0,nan,VKLAD,PRIJEM,nan
49,30950.0,nan,VKLAD,PRIJEM,nan
49,5600.0,nan,VYBER,VYDAJ,nan
49,76.3,nan,nan,PRIJEM,UROK
49,20633.0,nan,VKLAD,PRIJEM,nan
49,12800.0,nan,VYBER,VYDAJ,nan
49,132.3,nan,nan,PRIJEM,UROK
49,20633.0,nan,VKLAD,PRIJEM,nan
49,16800.0,nan,VYBER,VYDAJ,nan
49,154.2,nan,nan,PRIJEM,UROK
49,20633.0,nan,VKLAD,PRIJEM,nan
50,900.0,nan,VKLAD,PRIJEM,nan
50,25530.0,CD,PREVOD Z UCTU,PRIJEM,nan
50,200.0,nan,VYBER,VYDAJ,nan
50,3.9,nan,nan,PRIJEM,UROK
50,25530.0,CD,PREVOD Z UCTU,PRIJEM,nan
50,14000.0,nan,VYBER,VYDAJ,nan
50,112.4,nan,nan,PRIJEM,UROK
50,25530.0,CD,PREVOD Z UCTU,PRIJEM,nan
50,18600.0,nan,VYBER,VYDAJ,nan
50,159.3,nan,nan,PRIJEM,UROK
50,25530.0,CD,PREVOD Z UCTU,PRIJEM,nan
51,700.0,nan,VKLAD,PRIJEM,nan
51,4277.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
51,14.5,nan,nan,PRIJEM,UROK
51,4277.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
51,20.7,nan,nan,PRIJEM,UROK
51,4277.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
51,20.7,nan,nan,PRIJEM,UROK
51,4277.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
51,20.7,nan,nan,PRIJEM,UROK
51,4277.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
51,2851.0,MN,PREVOD NA UCET,VYDAJ,SIPO
52,1000.0,nan,VKLAD,PRIJEM,nan
52,3421.0,IJ,PREVOD Z UCTU,PRIJEM,nan
52,11.9,nan,nan,PRIJEM,UROK
52,3421.0,IJ,PREVOD Z UCTU,PRIJEM,nan
52,18.4,nan,nan,PRIJEM,UROK
52,3421.0,IJ,PREVOD Z UCTU,PRIJEM,nan
52,18.4,nan,nan,PRIJEM,UROK
52,3421.0,IJ,PREVOD Z UCTU,PRIJEM,nan
52,18.4,nan,nan,PRIJEM,UROK
52,3421.0,IJ,PREVOD Z UCTU,PRIJEM,nan
52,2280.0,IJ,PREVOD NA UCET,VYDAJ,SIPO
53,300.0,nan,VKLAD,PRIJEM,nan
53,4629.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
53,4629.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
53,4629.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
53,4629.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
53,4629.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
53,4300.0,nan,VYBER,VYDAJ,nan
53,2960.0,nan,VYBER,VYDAJ,nan
53,14.6,nan,VYBER,VYDAJ,SLUZBY
53,32.4,nan,nan,PRIJEM,UROK
53,3086.0,EF,PREVOD NA UCET,VYDAJ,SIPO
54,900.0,nan,VKLAD,PRIJEM,nan
54,21890.0,nan,VKLAD,PRIJEM,nan
54,1200.0,nan,VYBER,VYDAJ,nan
54,48.0,nan,nan,PRIJEM,UROK
54,14593.0,nan,VKLAD,PRIJEM,nan
54,4600.0,nan,VYBER,VYDAJ,nan
54,112.9,nan,nan,PRIJEM,UROK
54,14593.0,nan,VKLAD,PRIJEM,nan
54,11900.0,nan,VYBER,VYDAJ,nan
54,138.6,nan,nan,PRIJEM,UROK
54,14593.0,nan,VKLAD,PRIJEM,nan
55,700.0,nan,VKLAD,PRIJEM,nan
55,31962.0,nan,VKLAD,PRIJEM,nan
55,3800.0,nan,VYBER,VYDAJ,nan
55,44.1,nan,nan,PRIJEM,UROK
55,21308.0,nan,VKLAD,PRIJEM,nan
55,12100.0,nan,VYBER,VYDAJ,nan
55,135.2,nan,nan,PRIJEM,UROK
55,21308.0,nan,VKLAD,PRIJEM,nan
55,19800.0,nan,VYBER,VYDAJ,nan
55,161.7,nan,nan,PRIJEM,UROK
55,21308.0,nan,VKLAD,PRIJEM,nan
56,600.0,nan,VKLAD,PRIJEM,nan
56,5804.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
56,5804.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
56,5804.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
56,5804.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
56,700.0,nan,VYBER,VYDAJ,nan
56,34.2,nan,nan,PRIJEM,UROK
56,5804.0,ST,PREVOD Z UCTU,PRIJEM,DUCHOD
56,1840.0,nan,VYBER,VYDAJ,nan
56,2080.0,nan,VYBER,VYDAJ,nan
56,1200.0,nan,VYBER,VYDAJ,nan
57,600.0,nan,VKLAD,PRIJEM,nan
57,14283.0,nan,VKLAD,PRIJEM,nan
57,7000.0,nan,VKLAD,PRIJEM,nan
57,15.2,nan,nan,PRIJEM,UROK
57,14283.0,nan,VKLAD,PRIJEM,nan
57,6500.0,nan,VYBER,VYDAJ,nan
57,97.5,nan,nan,PRIJEM,UROK
57,21424.0,nan,VKLAD,PRIJEM,nan
57,15600.0,nan,VYBER,VYDAJ,nan
57,128.6,nan,nan,PRIJEM,UROK
57,14283.0,nan,VKLAD,PRIJEM,nan
58,700.0,nan,VKLAD,PRIJEM,nan
58,4019.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
58,4019.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
58,4019.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
58,4019.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
58,4019.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
58,1645.0,EF,PREVOD NA UCET,VYDAJ,SIPO
58,14.6,nan,VYBER,VYDAJ,SLUZBY
58,48.9,nan,nan,PRIJEM,UROK
58,668.0,IJ,PREVOD NA UCET,VYDAJ,nan
58,4019.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
59,1100.0,nan,VKLAD,PRIJEM,nan
59,5079.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
59,5079.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
59,5079.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
59,5079.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
59,5079.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
59,2273.0,EF,PREVOD NA UCET,VYDAJ,SIPO
59,1400.0,nan,VYBER,VYDAJ,nan
59,14.6,nan,VYBER,VYDAJ,SLUZBY
59,76.8,nan,nan,PRIJEM,UROK
59,5079.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
60,600.0,nan,VKLAD,PRIJEM,nan
60,5024.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
60,5024.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
60,5024.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
60,5024.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
60,5024.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
60,2237.0,CD,PREVOD NA UCET,VYDAJ,SIPO
60,2640.0,nan,VYBER,VYDAJ,nan
60,14.6,nan,VYBER,VYDAJ,SLUZBY
60,59.8,nan,nan,PRIJEM,UROK
60,157.0,EF,PREVOD NA UCET,VYDAJ,nan
61,600.0,nan,VKLAD,PRIJEM,nan
61,24590.0,nan,VKLAD,PRIJEM,nan
61,500.0,nan,VYBER,VYDAJ,nan
61,10.3,nan,nan,PRIJEM,UROK
61,36885.0,nan,VKLAD,PRIJEM,nan
61,17800.0,nan,VYBER,VYDAJ,nan
61,113.1,nan,nan,PRIJEM,UROK
61,24590.0,nan,VKLAD,PRIJEM,nan
61,17700.0,nan,VYBER,VYDAJ,nan
61,187.1,nan,nan,PRIJEM,UROK
61,24590.0,nan,VKLAD,PRIJEM,nan
62,400.0,nan,VKLAD,PRIJEM,nan
62,67070.0,KL,PREVOD Z UCTU,PRIJEM,nan
62,208.6,nan,nan,PRIJEM,UROK
62,21300.0,nan,VYBER,VYDAJ,nan
62,44713.0,KL,PREVOD Z UCTU,PRIJEM,nan
62,354.1,nan,nan,PRIJEM,UROK
62,35500.0,nan,VYBER,VYDAJ,nan
62,44713.0,KL,PREVOD Z UCTU,PRIJEM,nan
62,408.0,nan,nan,PRIJEM,UROK
62,39100.0,nan,VYBER,VYDAJ,nan
62,44713.0,KL,PREVOD Z UCTU,PRIJEM,nan
63,700.0,nan,VKLAD,PRIJEM,nan
63,41490.0,GH,PREVOD Z UCTU,PRIJEM,nan
63,10200.0,nan,VYBER,VYDAJ,nan
63,57.8,nan,nan,PRIJEM,UROK
63,62235.0,GH,PREVOD Z UCTU,PRIJEM,nan
63,34300.0,nan,VYBER,VYDAJ,nan
63,186.0,nan,nan,PRIJEM,UROK
63,41490.0,GH,PREVOD Z UCTU,PRIJEM,nan
63,36800.0,nan,VYBER,VYDAJ,nan
63,259.8,nan,nan,PRIJEM,UROK
63,41490.0,GH,PREVOD Z UCTU,PRIJEM,nan
64,200.0,nan,VKLAD,PRIJEM,nan
64,35557.0,ST,PREVOD Z UCTU,PRIJEM,nan
64,7100.0,nan,VYBER,VYDAJ,nan
64,50.1,nan,nan,PRIJEM,UROK
64,35557.0,ST,PREVOD Z UCTU,PRIJEM,nan
64,19100.0,nan,VYBER,VYDAJ,nan
64,146.4,nan,nan,PRIJEM,UROK
64,35557.0,ST,PREVOD Z UCTU,PRIJEM,nan
64,25900.0,nan,VYBER,VYDAJ,nan
64,204.0,nan,nan,PRIJEM,UROK
64,35557.0,ST,PREVOD Z UCTU,PRIJEM,nan
65,600.0,nan,VKLAD,PRIJEM,nan
65,1400.0,nan,VKLAD,PRIJEM,nan
65,500.0,nan,VKLAD,PRIJEM,nan
65,6.0,nan,nan,PRIJEM,UROK
65,11600.0,nan,VKLAD,PRIJEM,nan
65,1400.0,nan,VKLAD,PRIJEM,nan
65,500.0,nan,VKLAD,PRIJEM,nan
65,43.0,nan,nan,PRIJEM,UROK
65,5100.0,nan,VKLAD,PRIJEM,nan
65,28882.0,nan,VKLAD,PRIJEM,nan
65,1400.0,nan,VKLAD,PRIJEM,nan
66,500.0,nan,VKLAD,PRIJEM,nan
66,9087.0,nan,VKLAD,PRIJEM,nan
66,5700.0,nan,VKLAD,PRIJEM,nan
66,24.7,nan,nan,PRIJEM,UROK
66,9087.0,nan,VKLAD,PRIJEM,nan
66,800.0,nan,VYBER,VYDAJ,nan
66,77.5,nan,nan,PRIJEM,UROK
66,9087.0,nan,VKLAD,PRIJEM,nan
66,3800.0,nan,VYBER,VYDAJ,nan
66,107.7,nan,nan,PRIJEM,UROK
66,13630.0,nan,VKLAD,PRIJEM,nan
67,700.0,nan,VKLAD,PRIJEM,nan
67,21717.0,nan,VKLAD,PRIJEM,nan
67,69.3,nan,nan,PRIJEM,UROK
67,700.0,nan,VKLAD,PRIJEM,nan
67,21717.0,nan,VKLAD,PRIJEM,nan
67,162.1,nan,nan,PRIJEM,UROK
67,9300.0,nan,VYBER,VYDAJ,nan
67,21717.0,nan,VKLAD,PRIJEM,nan
67,226.0,nan,nan,PRIJEM,UROK
67,15200.0,nan,VYBER,VYDAJ,nan
67,32576.0,nan,VKLAD,PRIJEM,nan
68,1100.0,nan,VKLAD,PRIJEM,nan
68,33499.0,nan,VKLAD,PRIJEM,nan
68,15.6,nan,nan,PRIJEM,UROK
68,43379.0,nan,VKLAD,PRIJEM,nan
68,40155.0,nan,VKLAD,PRIJEM,nan
68,62300.0,nan,VYBER,VYDAJ,nan
68,16100.0,nan,VYBER,VYDAJ,nan
68,49740.0,nan,VKLAD,PRIJEM,nan
68,399.3,nan,nan,PRIJEM,UROK
68,52500.0,nan,VYBER,VYDAJ,nan
68,30444.0,nan,VKLAD,PRIJEM,nan
69,400.0,nan,VKLAD,PRIJEM,nan
69,19111.0,nan,VKLAD,PRIJEM,nan
69,54.2,nan,nan,PRIJEM,UROK
69,700.0,nan,VKLAD,PRIJEM,nan
69,28666.5,nan,VKLAD,PRIJEM,nan
69,164.3,nan,nan,PRIJEM,UROK
69,12000.0,nan,VYBER,VYDAJ,nan
69,19111.0,nan,VKLAD,PRIJEM,nan
69,224.4,nan,nan,PRIJEM,UROK
69,18000.0,nan,VYBER,VYDAJ,nan
69,19111.0,nan,VKLAD,PRIJEM,nan
70,700.0,nan,VKLAD,PRIJEM,nan
70,12550.0,nan,VKLAD,PRIJEM,nan
70,4900.0,nan,VKLAD,PRIJEM,nan
70,47.9,nan,nan,PRIJEM,UROK
70,12550.0,nan,VKLAD,PRIJEM,nan
70,3100.0,nan,VYBER,VYDAJ,nan
70,101.2,nan,nan,PRIJEM,UROK
70,12550.0,nan,VKLAD,PRIJEM,nan
70,9400.0,nan,VYBER,VYDAJ,nan
70,124.2,nan,nan,PRIJEM,UROK
70,18825.0,nan,VKLAD,PRIJEM,nan
71,200.0,nan,VKLAD,PRIJEM,nan
71,11720.0,nan,VKLAD,PRIJEM,nan
71,9800.0,nan,VKLAD,PRIJEM,nan
71,48.3,nan,nan,PRIJEM,UROK
71,7813.0,nan,VKLAD,PRIJEM,nan
71,100.0,nan,VKLAD,PRIJEM,nan
71,108.7,nan,nan,PRIJEM,UROK
71,7813.0,nan,VKLAD,PRIJEM,nan
71,2800.0,nan,VYBER,VYDAJ,nan
71,136.1,nan,nan,PRIJEM,UROK
71,7813.0,nan,VKLAD,PRIJEM,nan
72,400.0,nan,VKLAD,PRIJEM,nan
72,25635.0,ST,PREVOD Z UCTU,PRIJEM,nan
72,700.0,nan,VKLAD,PRIJEM,nan
72,46.7,nan,nan,PRIJEM,UROK
72,17090.0,ST,PREVOD Z UCTU,PRIJEM,nan
72,8600.0,nan,VYBER,VYDAJ,nan
72,127.5,nan,nan,PRIJEM,UROK
72,17090.0,ST,PREVOD Z UCTU,PRIJEM,nan
72,14100.0,nan,VYBER,VYDAJ,nan
72,152.5,nan,nan,PRIJEM,UROK
72,17090.0,ST,PREVOD Z UCTU,PRIJEM,nan
73,400.0,nan,VKLAD,PRIJEM,nan
73,17478.0,nan,VKLAD,PRIJEM,nan
73,48.1,nan,nan,PRIJEM,UROK
73,2400.0,nan,VKLAD,PRIJEM,nan
73,17478.0,nan,VKLAD,PRIJEM,nan
73,128.1,nan,nan,PRIJEM,UROK
73,8500.0,nan,VYBER,VYDAJ,nan
73,17478.0,nan,VKLAD,PRIJEM,nan
73,181.5,nan,nan,PRIJEM,UROK
73,12900.0,nan,VYBER,VYDAJ,nan
73,17478.0,nan,VKLAD,PRIJEM,nan
74,600.0,nan,VKLAD,PRIJEM,nan
74,4182.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
74,4182.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
74,4182.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
74,4182.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
74,4182.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
74,1120.0,nan,VYBER,VYDAJ,nan
74,2788.0,CD,PREVOD NA UCET,VYDAJ,SIPO
74,44.0,nan,nan,PRIJEM,UROK
74,14.6,nan,VYBER,VYDAJ,SLUZBY
74,4182.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
75,900.0,nan,VKLAD,PRIJEM,nan
75,3378.0,AB,PREVOD Z UCTU,PRIJEM,nan
75,3378.0,AB,PREVOD Z UCTU,PRIJEM,nan
75,3378.0,AB,PREVOD Z UCTU,PRIJEM,nan
75,3378.0,AB,PREVOD Z UCTU,PRIJEM,nan
75,3378.0,AB,PREVOD Z UCTU,PRIJEM,nan
75,2.6,nan,nan,PRIJEM,UROK
75,14.6,nan,VYBER,VYDAJ,SLUZBY
75,2252.0,IJ,PREVOD NA UCET,VYDAJ,nan
75,3378.0,AB,PREVOD Z UCTU,PRIJEM,nan
75,420.0,nan,VYBER,VYDAJ,nan
76,1000.0,nan,VKLAD,PRIJEM,nan
76,3084.0,YZ,PREVOD Z UCTU,PRIJEM,nan
76,9300.0,nan,VKLAD,PRIJEM,nan
76,27.0,nan,nan,PRIJEM,UROK
76,3084.0,YZ,PREVOD Z UCTU,PRIJEM,nan
76,6300.0,nan,VKLAD,PRIJEM,nan
76,75.4,nan,nan,PRIJEM,UROK
76,3084.0,YZ,PREVOD Z UCTU,PRIJEM,nan
76,100.0,nan,VKLAD,PRIJEM,nan
76,102.0,nan,nan,PRIJEM,UROK
76,3084.0,YZ,PREVOD Z UCTU,PRIJEM,nan
77,300.0,nan,VKLAD,PRIJEM,nan
77,30302.0,nan,VKLAD,PRIJEM,nan
77,53.5,nan,nan,PRIJEM,UROK
77,3400.0,nan,VYBER,VYDAJ,nan
77,127.5,nan,nan,PRIJEM,UROK
77,2900.0,nan,VYBER,VYDAJ,nan
77,29055.0,nan,VKLAD,PRIJEM,nan
77,195.3,nan,nan,PRIJEM,UROK
77,15300.0,nan,VYBER,VYDAJ,nan
77,5100.0,nan,VYBER,VYDAJ,nan
77,220.4,nan,nan,PRIJEM,UROK
78,500.0,nan,VKLAD,PRIJEM,nan
78,9226.0,nan,VKLAD,PRIJEM,nan
78,6800.0,nan,VKLAD,PRIJEM,nan
78,35.5,nan,nan,PRIJEM,UROK
78,13839.0,nan,VKLAD,PRIJEM,nan
78,2300.0,nan,VYBER,VYDAJ,nan
78,94.6,nan,nan,PRIJEM,UROK
78,9226.0,nan,VKLAD,PRIJEM,nan
78,5500.0,nan,VYBER,VYDAJ,nan
78,125.8,nan,nan,PRIJEM,UROK
78,9226.0,nan,VKLAD,PRIJEM,nan
79,1100.0,nan,VKLAD,PRIJEM,nan
79,24433.0,nan,VKLAD,PRIJEM,nan
79,44290.0,nan,VKLAD,PRIJEM,nan
79,29820.0,nan,VKLAD,PRIJEM,nan
79,34000.0,nan,VYBER,VYDAJ,nan
79,161.7,nan,nan,PRIJEM,UROK
79,21700.0,nan,VYBER,VYDAJ,nan
79,273.5,nan,nan,PRIJEM,UROK
79,48660.0,nan,VKLAD,PRIJEM,nan
79,7966.0,nan,VKLAD,PRIJEM,nan
79,36600.0,nan,VYBER,VYDAJ,nan
80,400.0,nan,VKLAD,PRIJEM,nan
80,5963.0,nan,VKLAD,PRIJEM,nan
80,6100.0,nan,VKLAD,PRIJEM,nan
80,15.6,nan,nan,PRIJEM,UROK
80,5963.0,nan,VKLAD,PRIJEM,nan
80,1400.0,nan,VKLAD,PRIJEM,nan
80,61.8,nan,nan,PRIJEM,UROK
80,8944.5,nan,VKLAD,PRIJEM,nan
80,5200.0,nan,VYBER,VYDAJ,nan
80,88.0,nan,nan,PRIJEM,UROK
80,5963.0,nan,VKLAD,PRIJEM,nan
81,800.0,nan,VKLAD,PRIJEM,nan
81,3243.0,ST,PREVOD Z UCTU,PRIJEM,nan
81,11.4,nan,nan,PRIJEM,UROK
81,3243.0,ST,PREVOD Z UCTU,PRIJEM,nan
81,16.8,nan,nan,PRIJEM,UROK
81,3243.0,ST,PREVOD Z UCTU,PRIJEM,nan
81,16.8,nan,nan,PRIJEM,UROK
81,3243.0,ST,PREVOD Z UCTU,PRIJEM,nan
81,16.8,nan,nan,PRIJEM,UROK
81,3243.0,ST,PREVOD Z UCTU,PRIJEM,nan
81,1160.0,MN,PREVOD NA UCET,VYDAJ,nan
82,300.0,nan,VKLAD,PRIJEM,nan
82,3403.0,MN,PREVOD Z UCTU,PRIJEM,nan
82,12.9,nan,nan,PRIJEM,UROK
82,3403.0,MN,PREVOD Z UCTU,PRIJEM,nan
82,15.4,nan,nan,PRIJEM,UROK
82,3403.0,MN,PREVOD Z UCTU,PRIJEM,nan
82,15.4,nan,nan,PRIJEM,UROK
82,3403.0,MN,PREVOD Z UCTU,PRIJEM,nan
82,15.4,nan,nan,PRIJEM,UROK
82,3403.0,MN,PREVOD Z UCTU,PRIJEM,nan
82,2268.0,ST,PREVOD NA UCET,VYDAJ,SIPO
83,600.0,nan,VKLAD,PRIJEM,nan
83,4858.0,nan,VKLAD,PRIJEM,nan
83,12000.0,nan,VKLAD,PRIJEM,nan
83,16.4,nan,nan,PRIJEM,UROK
83,4858.0,nan,VKLAD,PRIJEM,nan
83,4100.0,nan,VKLAD,PRIJEM,nan
83,81.5,nan,nan,PRIJEM,UROK
83,7287.0,nan,VKLAD,PRIJEM,nan
83,4800.0,nan,VYBER,VYDAJ,nan
83,112.9,nan,nan,PRIJEM,UROK
83,4858.0,nan,VKLAD,PRIJEM,nan
84,500.0,nan,VKLAD,PRIJEM,nan
84,24306.0,nan,VKLAD,PRIJEM,nan
84,60.0,nan,nan,PRIJEM,UROK
84,1300.0,nan,VKLAD,PRIJEM,nan
84,24306.0,nan,VKLAD,PRIJEM,nan
84,165.5,nan,nan,PRIJEM,UROK
84,13200.0,nan,VYBER,VYDAJ,nan
84,24306.0,nan,VKLAD,PRIJEM,nan
84,236.9,nan,nan,PRIJEM,UROK
84,21000.0,nan,VYBER,VYDAJ,nan
84,24306.0,nan,VKLAD,PRIJEM,nan
85,300.0,nan,VKLAD,PRIJEM,nan
85,6774.0,nan,VKLAD,PRIJEM,nan
85,22.6,nan,nan,PRIJEM,UROK
85,6600.0,nan,VKLAD,PRIJEM,nan
85,29.5,nan,nan,PRIJEM,UROK
85,7300.0,nan,VKLAD,PRIJEM,nan
85,29.5,nan,nan,PRIJEM,UROK
85,2200.0,nan,VKLAD,PRIJEM,nan
85,29.5,nan,nan,PRIJEM,UROK
85,1300.0,nan,VYBER,VYDAJ,nan
85,29.5,nan,nan,PRIJEM,UROK
86,500.0,nan,VKLAD,PRIJEM,nan
86,10782.0,nan,VKLAD,PRIJEM,nan
86,26.6,nan,nan,PRIJEM,UROK
86,4400.0,nan,VKLAD,PRIJEM,nan
86,7188.0,nan,VKLAD,PRIJEM,nan
86,75.1,nan,nan,PRIJEM,UROK
86,800.0,nan,VYBER,VYDAJ,nan
86,7188.0,nan,VKLAD,PRIJEM,nan
86,111.0,nan,nan,PRIJEM,UROK
86,4200.0,nan,VYBER,VYDAJ,nan
86,7188.0,nan,VKLAD,PRIJEM,nan
87,200.0,nan,VKLAD,PRIJEM,nan
87,23927.0,nan,VKLAD,PRIJEM,nan
87,300.0,nan,VKLAD,PRIJEM,nan
87,6.8,nan,nan,PRIJEM,UROK
87,23927.0,nan,VKLAD,PRIJEM,nan
87,12200.0,nan,VYBER,VYDAJ,nan
87,106.5,nan,nan,PRIJEM,UROK
87,35890.0,nan,VKLAD,PRIJEM,nan
87,27500.0,nan,VYBER,VYDAJ,nan
87,154.2,nan,nan,PRIJEM,UROK
87,23927.0,nan,VKLAD,PRIJEM,nan
88,1100.0,nan,VKLAD,PRIJEM,nan
88,44221.0,GH,PREVOD Z UCTU,PRIJEM,nan
88,11500.0,nan,VYBER,VYDAJ,nan
88,54.6,nan,nan,PRIJEM,UROK
88,44221.0,GH,PREVOD Z UCTU,PRIJEM,nan
88,24700.0,nan,VYBER,VYDAJ,nan
88,173.5,nan,nan,PRIJEM,UROK
88,44221.0,GH,PREVOD Z UCTU,PRIJEM,nan
88,35100.0,nan,VYBER,VYDAJ,nan
88,238.7,nan,nan,PRIJEM,UROK
88,62900.0,nan,VYBER,VYDAJ,nan
89,900.0,nan,VKLAD,PRIJEM,nan
89,17928.0,nan,VKLAD,PRIJEM,nan
89,45.6,nan,nan,PRIJEM,UROK
89,4500.0,nan,VKLAD,PRIJEM,nan
89,26892.0,nan,VKLAD,PRIJEM,nan
89,152.7,nan,nan,PRIJEM,UROK
89,13800.0,nan,VYBER,VYDAJ,nan
89,17928.0,nan,VKLAD,PRIJEM,nan
89,219.8,nan,nan,PRIJEM,UROK
89,12600.0,nan,VYBER,VYDAJ,nan
89,17928.0,nan,VKLAD,PRIJEM,nan
90,1100.0,nan,VKLAD,PRIJEM,nan
90,4557.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
90,16.7,nan,nan,PRIJEM,UROK
90,4557.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
90,23.6,nan,nan,PRIJEM,UROK
90,4557.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
90,23.6,nan,nan,PRIJEM,UROK
90,4557.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
90,700.0,nan,VYBER,VYDAJ,nan
90,27.1,nan,nan,PRIJEM,UROK
90,4557.0,GH,PREVOD Z UCTU,PRIJEM,DUCHOD
91,600.0,nan,VKLAD,PRIJEM,nan
91,13100.0,nan,VKLAD,PRIJEM,nan
91,40794.0,nan,VKLAD,PRIJEM,nan
91,14.6,nan,nan,PRIJEM,UROK
91,8539.0,nan,VKLAD,PRIJEM,nan
91,27299.0,nan,VKLAD,PRIJEM,nan
91,30300.0,nan,VYBER,VYDAJ,nan
91,250.8,nan,nan,PRIJEM,UROK
91,14500.0,nan,VYBER,VYDAJ,nan
91,250.2,nan,nan,PRIJEM,UROK
91,7200.0,nan,VYBER,VYDAJ,nan
92,600.0,nan,VKLAD,PRIJEM,nan
92,11891.0,nan,VKLAD,PRIJEM,nan
92,5700.0,nan,VKLAD,PRIJEM,nan
92,12.2,nan,nan,PRIJEM,UROK
92,11891.0,nan,VKLAD,PRIJEM,nan
92,600.0,nan,VYBER,VYDAJ,nan
92,80.8,nan,nan,PRIJEM,UROK
92,11891.0,nan,VKLAD,PRIJEM,nan
92,7800.0,nan,VYBER,VYDAJ,nan
92,125.1,nan,nan,PRIJEM,UROK
92,11891.0,nan,VKLAD,PRIJEM,nan
93,1000.0,nan,VKLAD,PRIJEM,nan
93,17864.0,nan,VKLAD,PRIJEM,nan
93,3800.0,nan,VKLAD,PRIJEM,nan
93,48.7,nan,nan,PRIJEM,UROK
93,26796.0,nan,VKLAD,PRIJEM,nan
93,13700.0,nan,VYBER,VYDAJ,nan
93,123.6,nan,nan,PRIJEM,UROK
93,17864.0,nan,VKLAD,PRIJEM,nan
93,14600.0,nan,VYBER,VYDAJ,nan
93,156.9,nan,nan,PRIJEM,UROK
93,17864.0,nan,VKLAD,PRIJEM,nan
94,400.0,nan,VKLAD,PRIJEM,nan
94,14300.0,nan,VKLAD,PRIJEM,nan
94,6100.0,nan,VKLAD,PRIJEM,nan
94,3500.0,nan,VKLAD,PRIJEM,nan
94,800.0,nan,VYBER,VYDAJ,nan
94,400.0,nan,VKLAD,PRIJEM,nan
94,21506.0,nan,VKLAD,PRIJEM,nan
94,15083.0,nan,VKLAD,PRIJEM,nan
94,93.5,nan,nan,PRIJEM,UROK
94,16200.0,nan,VYBER,VYDAJ,nan
94,252.0,nan,nan,PRIJEM,UROK
95,1000.0,nan,VKLAD,PRIJEM,nan
95,12900.0,nan,VKLAD,PRIJEM,nan
95,6200.0,nan,VKLAD,PRIJEM,nan
95,4300.0,nan,VKLAD,PRIJEM,nan
95,2500.0,nan,VKLAD,PRIJEM,nan
95,1500.0,nan,VYBER,VYDAJ,nan
95,1700.0,nan,VKLAD,PRIJEM,nan
95,1700.0,nan,VKLAD,PRIJEM,nan
95,4900.0,nan,VKLAD,PRIJEM,nan
95,1500.0,nan,VYBER,VYDAJ,nan
95,1500.0,nan,VYBER,VYDAJ,nan
96,500.0,nan,VKLAD,PRIJEM,nan
96,3063.0,YZ,PREVOD Z UCTU,PRIJEM,nan
96,3063.0,YZ,PREVOD Z UCTU,PRIJEM,nan
96,3063.0,YZ,PREVOD Z UCTU,PRIJEM,nan
96,3063.0,YZ,PREVOD Z UCTU,PRIJEM,nan
